id	instrument	family	technique	pitch	dynamic	dynamic_num	spectral_center	spectral_complexity	spectral_spread	duration	absolute_intensity
Vn-trem-D6-pp-1c	01_Violin	Strings	tremolo	86	pp	2	3578.27	0.00728	854.65	0.0	0.9497
Vn-trem-D6-pp-2c	01_Violin	Strings	tremolo	86	pp	2	2681.36	0.02777	1257.41	0.0	0.6236
Vn-trem-D7-ff-1c	01_Violin	Strings	tremolo	98	ff	7	3346.42	0.03899	1430.58	0.0	1.3685
Vn-trem-D7-mf-1c	01_Violin	Strings	tremolo	98	mf	5	3720.8	0.01753	1480.64	0.0	0.9835
Vn-trem-D7-pp-1c	01_Violin	Strings	tremolo	98	pp	2	3002.04	0.01415	1193.47	0.0	0.7906
Vn-trem-E4-ff-3c	01_Violin	Strings	tremolo	64	ff	7	1201.74	0.01138	1240.11	0.0	1.354
Vn-trem-E4-ff-4c	01_Violin	Strings	tremolo	64	ff	7	1152.34	0.01137	1245.0	0.0	1.6501
Vn-trem-E4-mf-3c	01_Violin	Strings	tremolo	64	mf	5	1020.84	0.00499	1083.94	0.0	1.4876
Vn-trem-E4-mf-4c	01_Violin	Strings	tremolo	64	mf	5	885.77	0.00367	996.51	0.0	1.4507
Vn-trem-E4-pp-3c	01_Violin	Strings	tremolo	64	pp	2	1241.15	0.00818	1117.69	0.0	1.2015
Vn-trem-E4-pp-4c	01_Violin	Strings	tremolo	64	pp	2	718.67	0.00569	804.93	0.0	1.363
Vn-trem-E5-ff-1c	01_Violin	Strings	tremolo	76	ff	7	3137.12	0.00489	1066.56	0.0	1.201
Vn-trem-E5-ff-2c	01_Violin	Strings	tremolo	76	ff	7	2338.38	0.01413	1334.0	0.0	0.9977
Vn-trem-E5-ff-3c	01_Violin	Strings	tremolo	76	ff	7	1884.32	0.01941	1211.73	0.0	1.3772
Vn-trem-E5-ff-4c	01_Violin	Strings	tremolo	76	ff	7	1619.54	0.01243	1188.84	0.0	1.2446
Vn-trem-E5-mf-1c	01_Violin	Strings	tremolo	76	mf	5	3035.93	0.00352	1174.01	0.0	1.0566
Vn-trem-E5-mf-2c	01_Violin	Strings	tremolo	76	mf	5	2242.17	0.0067	1207.7	0.0	0.9273
Vn-trem-E5-mf-3c	01_Violin	Strings	tremolo	76	mf	5	1927.01	0.0089	1183.63	0.0	1.1704
Vn-trem-E5-mf-4c	01_Violin	Strings	tremolo	76	mf	5	1368.52	0.00781	1127.91	0.0	1.8927
Vn-trem-E5-pp-1c	01_Violin	Strings	tremolo	76	pp	2	2912.97	0.00618	1223.02	0.0	0.7043
Vn-trem-E5-pp-2c	01_Violin	Strings	tremolo	76	pp	2	2006.42	0.01006	1174.0	0.0	0.7451
Vn-trem-E5-pp-3c	01_Violin	Strings	tremolo	76	pp	2	1708.16	0.01761	1200.78	0.0	0.8591
Vn-trem-E5-pp-4c	01_Violin	Strings	tremolo	76	pp	2	1159.89	0.00824	939.28	0.0	1.1191
Vn-trem-E6-ff-1c	01_Violin	Strings	tremolo	88	ff	7	3359.2	0.02042	1353.59	0.0	1.2702
Vn-trem-E6-ff-2c	01_Violin	Strings	tremolo	88	ff	7	2838.47	0.00756	846.01	0.0	1.4317
Vn-trem-E6-mf-1c	01_Violin	Strings	tremolo	88	mf	5	3217.19	0.00319	1162.0	0.0	0.9043
Vn-trem-E6-mf-2c	01_Violin	Strings	tremolo	88	mf	5	2828.72	0.00165	703.15	0.0	0.9434
Vn-trem-E6-pp-1c	01_Violin	Strings	tremolo	88	pp	2	2865.74	0.00536	847.2	0.0	0.8326
Vn-trem-E6-pp-2c	01_Violin	Strings	tremolo	88	pp	2	2740.73	0.00597	603.34	0.0	0.7708
Vn-trem-E7-ff-1c	01_Violin	Strings	tremolo	100	ff	7	3747.94	0.00722	1590.7	0.0	0.7406
Vn-trem-E7-mf-1c	01_Violin	Strings	tremolo	100	mf	5	3303.48	0.01233	1288.75	0.0	1.1792
Vn-trem-E7-pp-1c	01_Violin	Strings	tremolo	100	pp	2	2948.5	0.00945	951.38	0.0	1.0405
Vn-trem-F#4-ff-3c	01_Violin	Strings	tremolo	66	ff	7	1301.17	0.01638	1239.53	0.0	1.2979
Vn-trem-F#4-ff-4c	01_Violin	Strings	tremolo	66	ff	7	1094.55	0.01075	1092.33	0.0	1.6165
Vn-trem-F#4-mf-3c	01_Violin	Strings	tremolo	66	mf	5	1170.26	0.00572	1078.77	0.0	1.5917
Vn-trem-F#4-mf-4c	01_Violin	Strings	tremolo	66	mf	5	910.3	0.00676	930.97	0.0	2.2898
Vn-trem-F#4-pp-3c	01_Violin	Strings	tremolo	66	pp	2	1117.04	0.00971	1132.71	0.0	1.1616
Vn-trem-F#4-pp-4c	01_Violin	Strings	tremolo	66	pp	2	838.36	0.00565	836.39	0.0	1.4408
Vn-trem-F#5-ff-1c	01_Violin	Strings	tremolo	78	ff	7	2970.16	0.01619	1255.41	0.0	1.8401
Vn-trem-F#5-ff-2c	01_Violin	Strings	tremolo	78	ff	7	2076.5	0.01183	1083.61	0.0	1.3231
Vn-trem-F#5-ff-3c	01_Violin	Strings	tremolo	78	ff	7	1762.6	0.0091	1028.9	0.0	1.4681
Vn-trem-F#5-mf-1c	01_Violin	Strings	tremolo	78	mf	5	2430.46	0.00367	1114.08	0.0	1.9976
Vn-trem-F#5-mf-2c	01_Violin	Strings	tremolo	78	mf	5	2028.86	0.00274	893.46	0.0	1.2958
Vn-trem-F#5-mf-3c	01_Violin	Strings	tremolo	78	mf	5	1780.6	0.00207	960.6	0.0	1.2776
Vn-trem-F#5-pp-1c	01_Violin	Strings	tremolo	78	pp	2	2463.83	0.00307	1062.23	0.0	1.2285
Vn-trem-F#5-pp-2c	01_Violin	Strings	tremolo	78	pp	2	2039.23	0.00774	883.13	0.0	0.6702
Vn-trem-F#5-pp-3c	01_Violin	Strings	tremolo	78	pp	2	1744.27	0.00366	878.61	0.0	1.1295
Vn-trem-F#6-ff-1c	01_Violin	Strings	tremolo	90	ff	7	2554.93	0.00295	1399.12	0.0	2.0145
Vn-trem-F#6-ff-2c	01_Violin	Strings	tremolo	90	ff	7	2085.0	0.0051	1117.5	0.0	1.4295
Vn-trem-F#6-mf-1c	01_Violin	Strings	tremolo	90	mf	5	2538.39	0.00347	1245.1	0.0	1.2047
Vn-trem-F#6-mf-2c	01_Violin	Strings	tremolo	90	mf	5	2047.74	0.00116	1056.42	0.0	1.2814
Vn-trem-F#6-pp-1c	01_Violin	Strings	tremolo	90	pp	2	2203.5	0.00311	871.23	0.0	0.8574
Vn-trem-F4-ff-3c	01_Violin	Strings	tremolo	65	ff	7	1444.94	0.02285	1498.5	0.0	1.5185
Vn-trem-F4-ff-4c	01_Violin	Strings	tremolo	65	ff	7	1023.17	0.01624	1212.25	0.0	1.616
Vn-trem-F4-mf-3c	01_Violin	Strings	tremolo	65	mf	5	1171.42	0.00832	1301.38	0.0	1.8055
Vn-trem-F4-mf-4c	01_Violin	Strings	tremolo	65	mf	5	807.97	0.0096	982.81	0.0	2.3664
Vn-trem-F4-pp-3c	01_Violin	Strings	tremolo	65	pp	2	1206.35	0.01103	1267.22	0.0	1.5961
Vn-trem-F4-pp-4c	01_Violin	Strings	tremolo	65	pp	2	677.14	0.0073	763.67	0.0	1.0372
Vn-trem-F5-ff-1c	01_Violin	Strings	tremolo	77	ff	7	3267.7	0.01839	1287.37	0.0	1.3649
Vn-trem-F5-ff-2c	01_Violin	Strings	tremolo	77	ff	7	2631.28	0.01929	1621.24	0.0	1.2987
Vn-trem-F5-ff-3c	01_Violin	Strings	tremolo	77	ff	7	2220.23	0.01659	1624.12	0.0	1.2779
Vn-trem-F5-mf-1c	01_Violin	Strings	tremolo	77	mf	5	2937.71	0.00473	1598.82	0.0	0.7229
Vn-trem-F5-mf-2c	01_Violin	Strings	tremolo	77	mf	5	2878.37	0.00582	1576.1	0.0	1.1416
Vn-trem-F5-mf-3c	01_Violin	Strings	tremolo	77	mf	5	1877.18	0.00849	1538.19	0.0	1.3751
Vn-trem-F5-pp-1c	01_Violin	Strings	tremolo	77	pp	2	3213.21	0.00694	1112.53	0.0	0.8502
Vn-trem-F5-pp-2c	01_Violin	Strings	tremolo	77	pp	2	1956.12	0.00782	1417.89	0.0	0.9515
Vn-trem-F5-pp-3c	01_Violin	Strings	tremolo	77	pp	2	1769.73	0.00656	1406.62	0.0	1.1649
Vn-trem-F6-ff-1c	01_Violin	Strings	tremolo	89	ff	7	3556.35	0.00756	999.72	0.0	1.2404
Vn-trem-F6-ff-2c	01_Violin	Strings	tremolo	89	ff	7	3705.68	0.01245	889.29	0.0	1.2365
Vn-trem-F6-mf-1c	01_Violin	Strings	tremolo	89	mf	5	3589.69	0.0013	931.09	0.0	1.0565
Vn-trem-F6-mf-2c	01_Violin	Strings	tremolo	89	mf	5	3719.78	0.00281	782.15	0.0	1.0909
Vn-trem-F6-pp-1c	01_Violin	Strings	tremolo	89	pp	2	3447.82	0.00562	930.32	0.0	0.8771
Vn-trem-F6-pp-2c	01_Violin	Strings	tremolo	89	pp	2	3401.49	0.01466	1053.51	0.0	0.5927
Vn-trem-G#3-ff-4c	01_Violin	Strings	tremolo	56	ff	7	1079.01	0.01744	1189.31	0.0	1.9368
Vn-trem-G#3-mf-4c	01_Violin	Strings	tremolo	56	mf	5	833.17	0.00631	882.46	0.0	1.8608
Vn-trem-G#3-pp-4c	01_Violin	Strings	tremolo	56	pp	2	836.96	0.01279	944.45	0.0	0.6076
Vn-trem-G#4-ff-3c	01_Violin	Strings	tremolo	68	ff	7	1231.08	0.01076	1234.43	0.0	1.1351
Vn-trem-G#4-ff-4c	01_Violin	Strings	tremolo	68	ff	7	693.35	0.00387	820.52	0.0	1.9093
Vn-trem-G#4-mf-3c	01_Violin	Strings	tremolo	68	mf	5	1244.56	0.00519	1190.82	0.0	1.46
Vn-trem-G#4-mf-4c	01_Violin	Strings	tremolo	68	mf	5	638.42	0.00199	676.28	0.0	2.2969
Vn-trem-G#4-pp-3c	01_Violin	Strings	tremolo	68	pp	2	1149.55	0.00464	1069.48	0.0	1.9237
Vn-trem-G#4-pp-4c	01_Violin	Strings	tremolo	68	pp	2	603.56	0.00244	550.83	0.0	1.5156
Vn-trem-G#5-ff-1c	01_Violin	Strings	tremolo	80	ff	7	3126.82	0.00877	1360.74	0.0	1.7787
Vn-trem-G#5-ff-2c	01_Violin	Strings	tremolo	80	ff	7	2882.69	0.00832	1394.9	0.0	1.5731
Vn-trem-G#5-ff-3c	01_Violin	Strings	tremolo	80	ff	7	1988.8	0.01078	1296.96	0.0	1.3277
Vn-trem-G#5-mf-1c	01_Violin	Strings	tremolo	80	mf	5	2877.48	0.00448	1357.78	0.0	1.3577
Vn-trem-G#5-mf-2c	01_Violin	Strings	tremolo	80	mf	5	2647.38	0.00413	1362.84	0.0	1.2278
Vn-trem-G#5-pp-1c	01_Violin	Strings	tremolo	80	pp	2	2732.15	0.0057	1316.15	0.0	0.9769
Vn-trem-G#5-pp-2c	01_Violin	Strings	tremolo	80	pp	2	2392.26	0.00654	1278.91	0.0	1.0195
Vn-trem-G#5-pp-3c	01_Violin	Strings	tremolo	80	pp	2	1383.52	0.00647	890.89	0.0	0.9921
Vn-trem-G#6-ff-1c	01_Violin	Strings	tremolo	92	ff	7	3122.26	0.00523	972.31	0.0	1.7295
Vn-trem-G#6-ff-2c	01_Violin	Strings	tremolo	92	ff	7	2888.29	0.01524	1377.87	0.0	1.1889
Vn-trem-G#6-mf-1c	01_Violin	Strings	tremolo	92	mf	5	3169.83	0.00104	848.2	0.0	1.3855
Vn-trem-G#6-mf-2c	01_Violin	Strings	tremolo	92	mf	5	2669.65	0.00343	1312.98	0.0	1.2141
Vn-trem-G#6-pp-1c	01_Violin	Strings	tremolo	92	pp	2	3093.68	0.00251	863.96	0.0	1.1452
Vn-trem-G#6-pp-2c	01_Violin	Strings	tremolo	92	pp	2	2226.19	0.01071	1067.3	0.0	0.7786
Vn-trem-G3-ff-4c	01_Violin	Strings	tremolo	55	ff	7	1362.62	0.02222	1261.58	0.0	2.151
Vn-trem-G3-mf-4c	01_Violin	Strings	tremolo	55	mf	5	1033.59	0.00882	939.27	0.0	1.8002
Vn-trem-G3-pp-4c	01_Violin	Strings	tremolo	55	pp	2	1197.41	0.01754	1143.32	0.0	1.1347
Vn-trem-G4-ff-3c	01_Violin	Strings	tremolo	67	ff	7	1433.71	0.01462	1262.8	0.0	1.4467
Vn-trem-G4-ff-4c	01_Violin	Strings	tremolo	67	ff	7	1283.03	0.01118	1315.22	0.0	1.9712
Vn-trem-G4-mf-3c	01_Violin	Strings	tremolo	67	mf	5	1500.17	0.00744	1219.08	0.0	2.0278
Vn-trem-G4-mf-4c	01_Violin	Strings	tremolo	67	mf	5	962.4	0.00412	939.32	0.0	2.0337
Vn-trem-G4-pp-3c	01_Violin	Strings	tremolo	67	pp	2	1450.38	0.00663	1091.52	0.0	1.6849
Vn-trem-G4-pp-4c	01_Violin	Strings	tremolo	67	pp	2	871.57	0.00901	905.22	0.0	1.1349
Vn-trem-G5-ff-1c	01_Violin	Strings	tremolo	79	ff	7	2700.48	0.03824	1878.77	0.0	1.4901
Vn-trem-G5-ff-2c	01_Violin	Strings	tremolo	79	ff	7	2633.34	0.0172	1389.73	0.0	0.9951
Vn-trem-G5-ff-3c	01_Violin	Strings	tremolo	79	ff	7	1749.53	0.01482	1250.77	0.0	1.5079
Vn-trem-G5-mf-1c	01_Violin	Strings	tremolo	79	mf	5	2076.7	0.00703	1174.44	0.0	1.8967
Vn-trem-G5-mf-2c	01_Violin	Strings	tremolo	79	mf	5	2472.42	0.00566	1309.68	0.0	0.9708
Vn-trem-G5-mf-3c	01_Violin	Strings	tremolo	79	mf	5	1609.51	0.00415	1040.32	0.0	1.5291
Vn-trem-G5-pp-1c	01_Violin	Strings	tremolo	79	pp	2	2064.71	0.00864	1310.77	0.0	0.8978
Vn-trem-G5-pp-2c	01_Violin	Strings	tremolo	79	pp	2	2210.16	0.01187	1131.61	0.0	0.6661
Vn-trem-G5-pp-3c	01_Violin	Strings	tremolo	79	pp	2	1489.87	0.00453	935.37	0.0	1.3991
Vn-trem-G6-ff-1c	01_Violin	Strings	tremolo	91	ff	7	3906.76	0.00553	1483.47	0.0	0.9836
Vn-trem-G6-ff-2c	01_Violin	Strings	tremolo	91	ff	7	2361.97	0.01637	1529.67	0.0	1.0609
Vn-trem-G6-mf-1c	01_Violin	Strings	tremolo	91	mf	5	3827.83	0.00327	1554.62	0.0	0.9823
Vn-trem-G6-mf-2c	01_Violin	Strings	tremolo	91	mf	5	2107.09	0.00312	1120.37	0.0	1.0293
Vn-trem-G6-pp-1c	01_Violin	Strings	tremolo	91	pp	2	2878.43	0.00442	1174.45	0.0	0.9063
Vn-trem-G6-pp-2c	01_Violin	Strings	tremolo	91	pp	2	1803.18	0.00911	745.9	0.0	0.6754
Vn-trem_to_ord-A#3-mf-4c	01_Violin	Strings	tremolo-to-ordinario	58	mf	5	1111.07	0.00552	877.47	0.0	1.6998
Vn-trem_to_ord-A#4-mf	01_Violin	Strings	tremolo-to-ordinario	70	mf	5	814.43	0.00336	825.43	0.0	1.6551
Vn-trem_to_ord-A#5-mf	01_Violin	Strings	tremolo-to-ordinario	82	mf	5	2446.89	0.00677	1511.38	0.0	1.2817
Vn-trem_to_ord-A#6-mf-1c	01_Violin	Strings	tremolo-to-ordinario	94	mf	5	2976.76	0.0032	1150.8	0.0	1.8149
Vn-trem_to_ord-A4-mf-3c	01_Violin	Strings	tremolo-to-ordinario	69	mf	5	986.34	0.00423	903.8	0.0	1.8413
Vn-trem_to_ord-A5-mf	01_Violin	Strings	tremolo-to-ordinario	81	mf	5	3151.47	0.01004	1641.19	0.0	1.3216
Vn-trem_to_ord-A6-mf	01_Violin	Strings	tremolo-to-ordinario	93	mf	5	2465.15	0.06775	1403.31	0.0	0.9431
Vn-trem_to_ord-B3-mf	01_Violin	Strings	tremolo-to-ordinario	59	mf	5	1162.12	0.00479	958.11	0.0	1.5842
Vn-trem_to_ord-B4-mf	01_Violin	Strings	tremolo-to-ordinario	71	mf	5	733.5	0.00292	744.81	0.0	1.5683
Vn-trem_to_ord-B5-mf-1c	01_Violin	Strings	tremolo-to-ordinario	83	mf	5	2041.48	0.00319	1348.95	0.0	1.4871
Vn-trem_to_ord-C#4-mf	01_Violin	Strings	tremolo-to-ordinario	61	mf	5	822.28	0.00301	755.63	0.0	0.8624
Vn-trem_to_ord-C#5-mf-2c	01_Violin	Strings	tremolo-to-ordinario	73	mf	5	1452.34	0.00271	1095.27	0.0	2.0961
Vn-trem_to_ord-C#5-mf-3c	01_Violin	Strings	tremolo-to-ordinario	73	mf	5	1041.81	0.00239	885.44	0.0	1.5709
Vn-trem_to_ord-C#6-mf	01_Violin	Strings	tremolo-to-ordinario	85	mf	5	2793.75	0.00413	1437.06	0.0	1.237
Vn-trem_to_ord-C4-mf	01_Violin	Strings	tremolo-to-ordinario	60	mf	5	1119.08	0.00469	928.75	0.0	1.4935
Vn-trem_to_ord-C5-mf	01_Violin	Strings	tremolo-to-ordinario	72	mf	5	1530.98	0.00379	1162.04	0.0	1.9156
Vn-trem_to_ord-C6-mf	01_Violin	Strings	tremolo-to-ordinario	84	mf	5	2214.81	0.00218	1126.47	0.0	1.3945
Vn-trem_to_ord-D#4-mf	01_Violin	Strings	tremolo-to-ordinario	63	mf	5	837.15	0.00251	791.03	0.0	0.7694
Vn-trem_to_ord-D#5-mf-2c	01_Violin	Strings	tremolo-to-ordinario	75	mf	5	2481.8	0.00458	1266.87	0.0	1.4265
Vn-trem_to_ord-D#6-mf-1c	01_Violin	Strings	tremolo-to-ordinario	87	mf	5	3109.37	0.00457	1564.58	0.0	1.9377
Vn-trem_to_ord-D4-mf-4c	01_Violin	Strings	tremolo-to-ordinario	62	mf	5	908.89	0.00317	823.34	0.0	0.8612
Vn-trem_to_ord-D5-mf	01_Violin	Strings	tremolo-to-ordinario	74	mf	5	1142.37	0.00248	1088.69	0.0	1.777
Vn-trem_to_ord-D6-mf	01_Violin	Strings	tremolo-to-ordinario	86	mf	5	1793.5	0.03719	1398.54	0.0	1.0828
Vn-trem_to_ord-E4-mf	01_Violin	Strings	tremolo-to-ordinario	64	mf	5	944.37	0.00351	1000.25	0.0	0.6378
Vn-trem_to_ord-E5-mf	01_Violin	Strings	tremolo-to-ordinario	76	mf	5	2267.67	0.00525	1505.73	0.0	1.1672
Vn-trem_to_ord-E6-mf	01_Violin	Strings	tremolo-to-ordinario	88	mf	5	2077.82	0.03123	1365.15	0.0	1.085
Vn-trem_to_ord-F#4-mf-4c	01_Violin	Strings	tremolo-to-ordinario	66	mf	5	918.92	0.00306	864.59	0.0	1.5122
Vn-trem_to_ord-F#5-mf	01_Violin	Strings	tremolo-to-ordinario	78	mf	5	2593.95	0.00611	1257.92	0.0	1.4278
Vn-trem_to_ord-F#6-mf-1c	01_Violin	Strings	tremolo-to-ordinario	90	mf	5	2309.54	0.00256	1375.97	0.0	1.4477
Vn-trem_to_ord-F4-mf-3c	01_Violin	Strings	tremolo-to-ordinario	65	mf	5	863.44	0.00302	956.77	0.0	0.6328
Vn-trem_to_ord-F5-mf	01_Violin	Strings	tremolo-to-ordinario	77	mf	5	2017.05	0.00524	1478.17	0.0	1.036
Vn-trem_to_ord-F6-mf	01_Violin	Strings	tremolo-to-ordinario	89	mf	5	2054.39	0.02254	1397.19	0.0	0.743
Vn-trem_to_ord-G#4-mf	01_Violin	Strings	tremolo-to-ordinario	68	mf	5	865.78	0.00421	822.84	0.0	1.8021
Vn-trem_to_ord-G#5-mf	01_Violin	Strings	tremolo-to-ordinario	80	mf	5	2647.27	0.00563	1396.16	0.0	1.3282
Vn-trem_to_ord-G#6-mf	01_Violin	Strings	tremolo-to-ordinario	92	mf	5	4644.76	0.04527	1644.0	0.0	0.9261
Vn-trem_to_ord-G4-mf	01_Violin	Strings	tremolo-to-ordinario	67	mf	5	919.64	0.00226	871.65	0.0	1.4051
Vn-trem_to_ord-G5-mf-1c	01_Violin	Strings	tremolo-to-ordinario	79	mf	5	2798.9	0.0042	1248.43	0.0	1.5563
Vn-trem_to_ord-G5-mf-2c	01_Violin	Strings	tremolo-to-ordinario	79	mf	5	2688.24	0.00248	988.54	0.0	1.3714
Vn-trem_to_ord-G6-mf	01_Violin	Strings	tremolo-to-ordinario	91	mf	5	2192.88	0.02158	1336.95	0.0	0.7393
Vn-trill_maj2nd-A#3-mf-4c	01_Violin	Strings	trill-major-second-up	58	mf	5	779.18	0.00523	757.44	0.0	2.0934
Vn-trill_maj2nd-A#4-mf-2c	01_Violin	Strings	trill-major-second-up	70	mf	5	926.22	0.00684	950.88	0.0	1.6234
Vn-trill_maj2nd-A#4-mf-3c	01_Violin	Strings	trill-major-second-up	70	mf	5	1029.25	0.00451	954.66	0.0	2.0704
Vn-trill_maj2nd-A#5-mf-1c	01_Violin	Strings	trill-major-second-up	82	mf	5	1687.04	0.00922	1313.3	0.0	2.1178
Vn-trill_maj2nd-A#5-mf-2c	01_Violin	Strings	trill-major-second-up	82	mf	5	1461.85	0.00983	976.61	0.0	1.3262
Vn-trill_maj2nd-A#6-mf-1c	01_Violin	Strings	trill-major-second-up	94	mf	5	2654.16	0.00788	1030.92	0.0	2.6712
Vn-trill_maj2nd-A3-mf-4c	01_Violin	Strings	trill-major-second-up	57	mf	5	1006.28	0.00739	923.82	0.0	2.0207
Vn-trill_maj2nd-A4-mf-2c	01_Violin	Strings	trill-major-second-up	69	mf	5	1488.21	0.01244	1344.43	0.0	2.0115
Vn-trill_maj2nd-A4-mf-3c	01_Violin	Strings	trill-major-second-up	69	mf	5	1058.08	0.00517	925.35	0.0	1.8626
Vn-trill_maj2nd-A5-mf-1c	01_Violin	Strings	trill-major-second-up	81	mf	5	1603.04	0.0127	1258.61	0.0	2.1186
Vn-trill_maj2nd-A6-mf-1c	01_Violin	Strings	trill-major-second-up	93	mf	5	2241.67	0.00821	767.91	0.0	2.3517
Vn-trill_maj2nd-B3-mf-4c	01_Violin	Strings	trill-major-second-up	59	mf	5	672.87	0.00366	746.06	0.0	1.8669
Vn-trill_maj2nd-B4-mf-2c	01_Violin	Strings	trill-major-second-up	71	mf	5	1695.76	0.0198	1305.21	0.0	2.0666
Vn-trill_maj2nd-B4-mf-3c	01_Violin	Strings	trill-major-second-up	71	mf	5	1248.76	0.01064	1083.45	0.0	1.886
Vn-trill_maj2nd-B5-mf-1c	01_Violin	Strings	trill-major-second-up	83	mf	5	2320.64	0.01523	1301.58	0.0	2.3554
Vn-trill_maj2nd-B6-mf-1c	01_Violin	Strings	trill-major-second-up	95	mf	5	2353.93	0.00518	904.46	0.0	3.3638
Vn-trill_maj2nd-C#4-mf-4c	01_Violin	Strings	trill-major-second-up	61	mf	5	647.49	0.00294	713.39	0.0	2.1305
Vn-trill_maj2nd-C#5-mf-2c	01_Violin	Strings	trill-major-second-up	73	mf	5	1695.03	0.01103	1251.01	0.0	2.2342
Vn-trill_maj2nd-C#5-mf-3c	01_Violin	Strings	trill-major-second-up	73	mf	5	1062.0	0.00424	913.79	0.0	1.6855
Vn-trill_maj2nd-C#6-mf-1c	01_Violin	Strings	trill-major-second-up	85	mf	5	2563.83	0.01266	1271.52	0.0	1.8331
Vn-trill_maj2nd-C4-mf-4c	01_Violin	Strings	trill-major-second-up	60	mf	5	690.17	0.00302	686.84	0.0	2.1727
Vn-trill_maj2nd-C5-mf-2c	01_Violin	Strings	trill-major-second-up	72	mf	5	876.64	0.00406	928.39	0.0	2.0762
Vn-trill_maj2nd-C5-mf-3c	01_Violin	Strings	trill-major-second-up	72	mf	5	796.51	0.00298	825.71	0.0	2.1645
Vn-trill_maj2nd-C6-mf-1c	01_Violin	Strings	trill-major-second-up	84	mf	5	2773.21	0.01264	1100.32	0.0	2.309
Vn-trill_maj2nd-C7-mf-1c	01_Violin	Strings	trill-major-second-up	96	mf	5	2475.83	0.00571	888.44	0.0	2.62
Vn-trill_maj2nd-D#4-mf-3c	01_Violin	Strings	trill-major-second-up	63	mf	5	1076.25	0.00753	807.07	0.0	2.0757
Vn-trill_maj2nd-D#4-mf-4c	01_Violin	Strings	trill-major-second-up	63	mf	5	1133.75	0.00667	970.99	0.0	2.668
Vn-trill_maj2nd-D#5-mf-2c	01_Violin	Strings	trill-major-second-up	75	mf	5	2610.1	0.01904	1323.76	0.0	1.9848
Vn-trill_maj2nd-D#5-mf-3c	01_Violin	Strings	trill-major-second-up	75	mf	5	1881.64	0.02179	1252.58	0.0	1.8268
Vn-trill_maj2nd-D#6-mf-1c	01_Violin	Strings	trill-major-second-up	87	mf	5	2925.62	0.01977	1437.68	0.0	1.8812
Vn-trill_maj2nd-D4-mf-3c	01_Violin	Strings	trill-major-second-up	62	mf	5	1087.93	0.00887	981.31	0.0	1.8771
Vn-trill_maj2nd-D4-mf-4c	01_Violin	Strings	trill-major-second-up	62	mf	5	1040.55	0.00618	969.06	0.0	2.3983
Vn-trill_maj2nd-D5-mf-2c	01_Violin	Strings	trill-major-second-up	74	mf	5	2079.92	0.01347	1139.44	0.0	1.8848
Vn-trill_maj2nd-D5-mf-3c	01_Violin	Strings	trill-major-second-up	74	mf	5	1700.84	0.01151	1120.38	0.0	1.7377
Vn-trill_maj2nd-D6-mf	01_Violin	Strings	trill-major-second-up	86	mf	5	2624.94	0.01177	1043.2	0.0	1.4347
Vn-trill_maj2nd-E4-mf-3c	01_Violin	Strings	trill-major-second-up	64	mf	5	1251.66	0.01347	1152.76	0.0	1.9033
Vn-trill_maj2nd-E4-mf-4c	01_Violin	Strings	trill-major-second-up	64	mf	5	1026.0	0.01188	1109.79	0.0	1.6522
Vn-trill_maj2nd-E5-mf-1c	01_Violin	Strings	trill-major-second-up	76	mf	5	2676.69	0.0362	1318.05	0.0	2.0071
Vn-trill_maj2nd-E5-mf-2c	01_Violin	Strings	trill-major-second-up	76	mf	5	2210.49	0.01552	1264.78	0.0	2.0137
Vn-trill_maj2nd-E6-mf-1c	01_Violin	Strings	trill-major-second-up	88	mf	5	2477.65	0.02303	1458.62	0.0	1.9809
Vn-trill_maj2nd-F#4-mf-3c	01_Violin	Strings	trill-major-second-up	66	mf	5	1192.94	0.01223	1170.75	0.0	2.2038
Vn-trill_maj2nd-F#4-mf-4c	01_Violin	Strings	trill-major-second-up	66	mf	5	1009.4	0.00759	1077.71	0.0	2.03
Vn-trill_maj2nd-F#5-mf-1c	01_Violin	Strings	trill-major-second-up	78	mf	5	2599.78	0.01402	1151.47	0.0	2.0825
Vn-trill_maj2nd-F#5-mf-2c	01_Violin	Strings	trill-major-second-up	78	mf	5	2158.02	0.0124	1062.41	0.0	0.9945
Vn-trill_maj2nd-F#6-mf-1c	01_Violin	Strings	trill-major-second-up	90	mf	5	2578.29	0.02032	1618.88	0.0	2.4876
Vn-trill_maj2nd-F4-mf-3c	01_Violin	Strings	trill-major-second-up	65	mf	5	1121.49	0.01142	1121.56	0.0	1.8541
Vn-trill_maj2nd-F4-mf-4c	01_Violin	Strings	trill-major-second-up	65	mf	5	1006.16	0.01013	1115.0	0.0	1.5741
Vn-trill_maj2nd-F5-mf-1c	01_Violin	Strings	trill-major-second-up	77	mf	5	2489.47	0.02604	1303.93	0.0	1.7472
Vn-trill_maj2nd-F5-mf-2c	01_Violin	Strings	trill-major-second-up	77	mf	5	2530.9	0.01794	1198.26	0.0	1.4547
Vn-trill_maj2nd-F6-mf-1c	01_Violin	Strings	trill-major-second-up	89	mf	5	3383.42	0.02419	1557.9	0.0	2.3791
Vn-trill_maj2nd-G#3-mf-4c	01_Violin	Strings	trill-major-second-up	56	mf	5	964.7	0.01078	975.82	0.0	1.7795
