id,instrument,family,x,y,pitch,dynamic,spectral_complexity,spectral_center,technique
TpC-ord-F5-pp,03_Trumpet-C,Brass,13.584793,4.639669,77.0,pp,2e-05,1015.65,ordinario
TpC-brassy_to_ord-C#5-f,03_Trumpet-C,Brass,4.087748,-3.639287,73.0,f,0.00301,3285.59,brassy-to-ordinario
TpC-flatt-D#4-mf,03_Trumpet-C,Brass,1.0827409,6.7095265,63.0,mf,0.00203,1063.1,flatterzunge
TpC-cresc_to_decr-D#4-ppmfpp,03_Trumpet-C,Brass,0.51426905,4.2873073,63.0,mf,0.0008,1366.01,crescendo-to-decrescendo
TpC-stacc-D#5-mf,03_Trumpet-C,Brass,-0.24429868,3.5917828,75.0,mf,0.00028,1206.47,staccato
TpC-brassy_to_ord-G#3-f,03_Trumpet-C,Brass,4.805813,-2.4050748,56.0,f,0.04427,2872.8,brassy-to-ordinario
TpC-gliss_half_valve_med-F#5_G5-mf,03_Trumpet-C,Brass,-0.51397705,3.4044368,78.0,mf,0.00064,1161.01,half-valve-glissando
TpC-ord_to_brassy-C5-f,03_Trumpet-C,Brass,3.798276,-3.3990881,72.0,f,0.00448,2970.12,ordinario-to-brassy
TpC-fortepiano-E5-fp,03_Trumpet-C,Brass,-1.4756498,3.5861015,76.0,mf,0.00065,1040.77,fortepiano
TpC-decr-C#4-ffpp,03_Trumpet-C,Brass,2.7281554,-1.6205406,61.0,mf,0.01237,2420.27,decrescendo
TpC-flatt-F4-pp,03_Trumpet-C,Brass,12.586647,5.837948,65.0,pp,0.00063,894.75,flatterzunge
TpC-flatt_to_ord-C5-f,03_Trumpet-C,Brass,4.964858,5.6101775,72.0,f,0.00068,1193.42,flatterzunge-to-ordinario
TpC-brassy-F5-ff,03_Trumpet-C,Brass,4.377161,-4.3509064,77.0,ff,0.0124,3321.68,brassy
TpC-flatt-E5-pp,03_Trumpet-C,Brass,12.636079,5.2224603,76.0,pp,0.00035,1073.86,flatterzunge
TpC-gliss_half_valve_fast-F#5_G5-mf,03_Trumpet-C,Brass,-0.028008433,0.65380085,78.0,mf,0.0041,1511.86,half-valve-glissando
TpC-flatt-E4-mf,03_Trumpet-C,Brass,0.6595679,5.706196,64.0,mf,0.00061,1134.42,flatterzunge
TpC-ord-C5-pp,03_Trumpet-C,Brass,13.662794,5.326584,72.0,pp,2e-05,820.78,ordinario
TpC-ord-G3-ff,03_Trumpet-C,Brass,4.619134,-2.7392344,55.0,ff,0.01397,2951.02,ordinario
TpC-cresc_to_decr-D4-ppmfpp,03_Trumpet-C,Brass,-0.3072998,5.861158,62.0,mf,0.00017,1041.25,crescendo-to-decrescendo
TpC-fortepiano-C6-fp,03_Trumpet-C,Brass,2.0292118,-2.51465,84.0,mf,0.0028,2199.94,fortepiano
TpC-cresc-E5-ppff,03_Trumpet-C,Brass,4.199986,-3.6594872,76.0,mf,0.00239,3397.89,crescendo
TpC-brassy_to_ord-E5-f,03_Trumpet-C,Brass,3.921877,-3.4519475,76.0,f,0.00748,3046.79,brassy-to-ordinario
TpC-ord-D6-mf,03_Trumpet-C,Brass,2.3454974,0.9917755,86.0,mf,0.00019,1607.27,ordinario
TpC-pedal_tone-E3-mf,03_Trumpet-C,Brass,0.6806868,8.336063,52.0,mf,0.00147,942.51,pedal-tone
TpC-ord_to_flatt-F#4-f,03_Trumpet-C,Brass,5.0129404,5.821093,66.0,f,0.0007,1075.57,ordinario-to-flatterzunge
TpC-sfz-C#5-f,03_Trumpet-C,Brass,0.25155747,-2.0986521,73.0,f,0.00049,2059.56,sforzando
TpC-flatt-F#4-ff,03_Trumpet-C,Brass,5.6979966,-0.83719003,66.0,ff,0.15264,2757.19,flatterzunge
TpC-brassy-E4-ff,03_Trumpet-C,Brass,-0.21649627,-3.0475671,64.0,ff,0.02395,1915.45,brassy
TpC-flatt-G3-pp,03_Trumpet-C,Brass,12.770472,6.367533,55.0,pp,0.00056,780.32,flatterzunge
TpC-ord-A#5-mf,03_Trumpet-C,Brass,-0.08846982,1.6748208,82.0,mf,9e-05,1424.6,ordinario
TpC-stacc-D4-mf,03_Trumpet-C,Brass,0.41173708,5.2863293,62.0,mf,0.00142,1179.11,staccato
TpC-cresc-A#3-ppff,03_Trumpet-C,Brass,5.0138526,-2.3854306,58.0,mf,0.04536,3276.85,crescendo
TpC-decr-F5-ffpp,03_Trumpet-C,Brass,4.0440044,-3.499543,77.0,mf,0.00445,3234.77,decrescendo
TpC-lasting_half_sec-F4-mf,03_Trumpet-C,Brass,-0.8789315,7.069947,65.0,mf,0.00015,1031.02,note-lasting
TpC-brassy-G4-ff,03_Trumpet-C,Brass,4.878492,-2.372205,67.0,ff,0.04668,3036.88,brassy
TpC-flatt-A4-ff,03_Trumpet-C,Brass,3.7409067,-1.660879,69.0,ff,0.05173,2259.73,flatterzunge
TpC-harm_gliss_fast-A#3-mf,03_Trumpet-C,Brass,1.8190354,0.117619716,58.0,mf,0.00135,1529.43,harmonics-glissando
TpC-flatt-F#5-ff,03_Trumpet-C,Brass,3.9436054,-2.2128804,78.0,ff,0.02538,2749.67,flatterzunge
TpC-trill_min2nd-D4-mf,03_Trumpet-C,Brass,-1.6309928,8.207867,62.0,mf,0.0021,760.18,trill-minor-second-up
TpC-ord-A4-ff,03_Trumpet-C,Brass,0.8269489,-3.6894197,69.0,ff,0.00523,2555.62,ordinario
TpC-flatt-B4-pp,03_Trumpet-C,Brass,13.020092,4.970155,71.0,pp,0.00018,926.83,flatterzunge
TpC-ord-C5-ff,03_Trumpet-C,Brass,0.42645496,-3.363563,72.0,ff,0.00438,2311.68,ordinario
TpC-sfz-D#4-f,03_Trumpet-C,Brass,-1.1801064,-1.9687766,63.0,f,0.00061,1274.48,sforzando
TpC-ord-D5-pp,03_Trumpet-C,Brass,13.550814,5.205127,74.0,pp,1e-05,878.73,ordinario
TpC-lasting_half_sec-C#5-mf,03_Trumpet-C,Brass,0.32362792,3.6137779,73.0,mf,0.00022,1190.75,note-lasting
TpC-ord_to_flatt-G5-f,03_Trumpet-C,Brass,-0.51112163,-1.5013417,79.0,f,0.00231,1340.97,ordinario-to-flatterzunge
TpC-stacc-E5-mf,03_Trumpet-C,Brass,-0.32066262,3.6815386,76.0,mf,0.00021,1154.96,staccato
TpC-flatt-F#3-ff,03_Trumpet-C,Brass,5.8369336,-0.59664494,54.0,ff,0.18596,2285.24,flatterzunge
TpC-trill_maj2nd-E4-mf,03_Trumpet-C,Brass,-0.14449614,7.139331,64.0,mf,0.00217,913.56,trill-major-second-up
TpC-stacc-C4-mf,03_Trumpet-C,Brass,0.5631312,5.3671455,60.0,mf,0.00237,1178.36,staccato
TpC-slap-G3-p,03_Trumpet-C,Brass,15.778512,7.609285,55.0,p,0.00432,282.93,slap-pitched
TpC-ord-A4-mf,03_Trumpet-C,Brass,-0.58728325,4.3393974,69.0,mf,9e-05,1126.32,ordinario
TpC-ord-G3-pp,03_Trumpet-C,Brass,13.9753895,7.618079,55.0,pp,9e-05,573.91,ordinario
TpC-ord-G3-mf,03_Trumpet-C,Brass,-0.1340484,8.086435,55.0,mf,0.00023,1083.57,ordinario
TpC-lasting_one_sec-F#4-mf,03_Trumpet-C,Brass,0.5995445,4.568508,66.0,mf,0.00022,1258.95,note-lasting
TpC-cresc_to_decr-C#5-ppmfpp,03_Trumpet-C,Brass,-0.35446543,3.197807,73.0,mf,0.00011,1304.99,crescendo-to-decrescendo
TpC-cresc_to_decr-F#4-ppmfpp,03_Trumpet-C,Brass,0.27836823,4.1758375,66.0,mf,0.00044,1358.47,crescendo-to-decrescendo
TpC-stacc-C6-mf,03_Trumpet-C,Brass,0.3340422,2.27469,84.0,mf,0.00023,1251.11,staccato
TpC-lasting_one_sec-G#5-mf,03_Trumpet-C,Brass,2.6699185,-2.7334406,80.0,mf,0.00179,2437.72,note-lasting
TpC-ord-F5-ff,03_Trumpet-C,Brass,-0.021869397,-3.2525423,77.0,ff,0.0019,1983.34,ordinario
TpC-sfz-A#3-f,03_Trumpet-C,Brass,-1.1706088,-1.9615484,58.0,f,0.00174,1373.38,sforzando
TpC-brassy-B4-ff,03_Trumpet-C,Brass,4.064131,-3.4700959,71.0,ff,0.01012,3040.75,brassy
TpC-cresc-G#4-ppff,03_Trumpet-C,Brass,4.2956343,-3.369288,68.0,mf,0.0084,3356.21,crescendo
TpC-ord_to_flatt-A#3-f,03_Trumpet-C,Brass,4.884173,5.908424,58.0,f,0.0046,1114.27,ordinario-to-flatterzunge
TpC-lasting_half_sec-G#5-mf,03_Trumpet-C,Brass,-2.1220498,4.0758157,80.0,mf,0.0003,1013.35,note-lasting
TpC-slap-A3-p,03_Trumpet-C,Brass,15.757942,7.4618154,57.0,p,0.00681,333.82,slap-pitched
TpC-lasting_half_sec-E4-mf,03_Trumpet-C,Brass,-0.8444556,7.0638585,64.0,mf,0.00015,1033.44,note-lasting
TpC-lasting_half_sec-C#6-mf,03_Trumpet-C,Brass,0.6610338,2.428247,85.0,mf,0.00015,1203.13,note-lasting
TpC-flatt-G3-mf,03_Trumpet-C,Brass,0.9930376,7.4180174,55.0,mf,0.00099,936.52,flatterzunge
TpC-decr-E4-ffpp,03_Trumpet-C,Brass,1.9058491,-0.9586828,64.0,mf,0.01085,1816.07,decrescendo
TpC-ord_to_flatt-D4-f,03_Trumpet-C,Brass,5.0325727,5.893669,62.0,f,0.00171,1046.58,ordinario-to-flatterzunge
TpC-brassy_to_ord-C4-f,03_Trumpet-C,Brass,4.6468496,-2.6862447,60.0,f,0.02063,2822.91,brassy-to-ordinario
TpC-brassy_to_ord-C#6-f,03_Trumpet-C,Brass,2.4929516,-3.0425732,85.0,f,0.00195,2558.47,brassy-to-ordinario
TpC-cresc-C4-ppff,03_Trumpet-C,Brass,4.815961,-2.77569,60.0,mf,0.02769,3252.1,crescendo
TpC-flatt-A5-mf,03_Trumpet-C,Brass,1.9140145,1.3610427,81.0,mf,0.00293,1486.1,flatterzunge
TpC-flatt-G#4-ff,03_Trumpet-C,Brass,5.647235,-1.1646907,68.0,ff,0.09539,2666.2,flatterzunge
TpC-slap-G#3-p,03_Trumpet-C,Brass,15.771543,7.5524616,56.0,p,0.00489,262.19,slap-pitched
TpC-cresc-A5-ppff,03_Trumpet-C,Brass,4.8783474,-3.9381669,81.0,mf,0.00192,3758.06,crescendo
TpC-brassy-C4-ff,03_Trumpet-C,Brass,4.673219,-2.714196,60.0,ff,0.02519,3080.97,brassy
TpC-stacc-A3-mf,03_Trumpet-C,Brass,3.6623292,-1.2007275,57.0,mf,0.04383,1886.46,staccato
TpC-sfz-A5-f,03_Trumpet-C,Brass,3.735856,-3.6484826,81.0,f,0.00263,3338.89,sforzando
TpC-ord_to_flatt-G#3-f,03_Trumpet-C,Brass,4.8384256,5.90719,56.0,f,0.00739,1148.07,ordinario-to-flatterzunge
TpC-flatt_to_ord-C#5-f,03_Trumpet-C,Brass,4.959028,5.653564,73.0,f,0.00076,1183.23,flatterzunge-to-ordinario
TpC-lasting_half_sec-A5-mf,03_Trumpet-C,Brass,-0.0010859239,2.510767,81.0,mf,0.0001,1171.08,note-lasting
TpC-harm_gliss_slow-C4-mf,03_Trumpet-C,Brass,1.8208412,0.08414986,60.0,mf,0.00203,1568.85,harmonics-glissando
TpC-fortepiano-C#5-fp,03_Trumpet-C,Brass,0.19097151,2.6525512,73.0,mf,0.0006,1413.84,fortepiano
TpC-lasting_one_sec-G4-mf,03_Trumpet-C,Brass,0.47488153,4.4640455,67.0,mf,0.00015,1259.13,note-lasting
TpC-flatt-C#4-ff,03_Trumpet-C,Brass,6.1509347,-0.40559274,61.0,ff,0.29771,3013.38,flatterzunge
TpC-ord-C#5-ff,03_Trumpet-C,Brass,0.17490825,-3.319464,73.0,ff,0.00263,2176.41,ordinario
TpC-ord-B3-mf,03_Trumpet-C,Brass,0.7647644,5.280898,59.0,mf,0.00033,1270.34,ordinario
TpC-cresc-F#3-ppff,03_Trumpet-C,Brass,2.7276683,-1.5810385,54.0,mf,0.01958,2390.57,crescendo
TpC-ord-C#4-mf,03_Trumpet-C,Brass,-0.025504999,5.479211,61.0,mf,0.00024,1193.13,ordinario
TpC-lasting_half_sec-A#5-mf,03_Trumpet-C,Brass,-0.86253697,2.237826,82.0,mf,0.0002,1316.34,note-lasting
TpC-ord-C#6-pp,03_Trumpet-C,Brass,12.914723,4.092083,85.0,pp,8e-05,1348.09,ordinario
TpC-cresc-D5-ppff,03_Trumpet-C,Brass,4.1197467,-3.484882,74.0,mf,0.00395,3279.38,crescendo
TpC-brassy-F4-ff,03_Trumpet-C,Brass,-0.23603716,-3.0362253,65.0,ff,0.01661,1882.15,brassy
TpC-flatt_to_ord-C4-f,03_Trumpet-C,Brass,5.035313,5.829285,60.0,f,0.00214,1091.87,flatterzunge-to-ordinario
TpC-lasting_half_sec-G4-mf,03_Trumpet-C,Brass,0.71759105,4.378647,67.0,mf,0.00025,1167.77,note-lasting
TpC-flatt-F#4-mf,03_Trumpet-C,Brass,1.35005,6.3968587,66.0,mf,0.00149,1051.36,flatterzunge
TpC-flatt_to_ord-F5-f,03_Trumpet-C,Brass,-0.4742956,-1.5312744,77.0,f,0.00177,1446.26,flatterzunge-to-ordinario
TpC-trill_min2nd-B5-mf,03_Trumpet-C,Brass,1.2257984,1.6800342,83.0,mf,0.00125,1456.25,trill-minor-second-up
TpC-gliss_half_valve_fast-F#5_D5-mf,03_Trumpet-C,Brass,-0.84677523,2.504458,78.0,mf,0.01062,1379.08,half-valve-glissando
TpC-fortepiano-B4-fp,03_Trumpet-C,Brass,0.65325123,0.22544289,71.0,mf,0.00052,1551.26,fortepiano
TpC-decr-D#5-ffpp,03_Trumpet-C,Brass,4.1025352,-3.4053833,75.0,mf,0.0077,3250.26,decrescendo
TpC-fortepiano-G#5-fp,03_Trumpet-C,Brass,0.18253557,0.63690114,80.0,mf,0.00114,1627.56,fortepiano
TpC-brassy_to_ord-A#5-f,03_Trumpet-C,Brass,3.5279512,-3.5977275,82.0,f,0.00186,3133.12,brassy-to-ordinario
TpC-flatt-F4-ff,03_Trumpet-C,Brass,5.644576,-1.1589524,65.0,ff,0.10605,2217.74,flatterzunge
TpC-flatt_to_ord-C#4-f,03_Trumpet-C,Brass,5.0609426,5.810789,61.0,f,0.00157,1090.85,flatterzunge-to-ordinario
TpC-brassy-C#4-ff,03_Trumpet-C,Brass,4.6419525,-2.7205694,61.0,ff,0.01767,3030.48,brassy
TpC-brassy-F#5-ff,03_Trumpet-C,Brass,4.4838686,-4.4583607,78.0,ff,0.00906,3602.66,brassy
TpC-fortepiano-F#5-fp,03_Trumpet-C,Brass,-0.68088657,3.3255398,78.0,mf,0.00038,1158.64,fortepiano
TpC-stacc-A#4-mf,03_Trumpet-C,Brass,2.3604915,1.7591741,70.0,mf,0.00126,1603.92,staccato
TpC-trill_min2nd-E4-mf,03_Trumpet-C,Brass,-1.3527375,7.228611,64.0,mf,0.00209,877.47,trill-minor-second-up
TpC-trill_min2nd-B4-mf,03_Trumpet-C,Brass,-0.31334513,4.0441246,71.0,mf,0.00157,1146.24,trill-minor-second-up
TpC-cresc-F#4-ppff,03_Trumpet-C,Brass,4.2923465,-3.3671856,66.0,mf,0.01018,3344.29,crescendo
TpC-gliss_half_valve_slow-F#5_D5-mf,03_Trumpet-C,Brass,-1.0235572,2.112144,78.0,mf,0.00491,1433.06,half-valve-glissando
TpC-ord_to_brassy-C6-f,03_Trumpet-C,Brass,4.6054964,-4.240991,84.0,f,0.00167,3563.65,ordinario-to-brassy
TpC-ord-G5-mf,03_Trumpet-C,Brass,0.5002737,2.1146078,79.0,mf,0.00013,1382.73,ordinario
TpC-flatt_to_ord-F4-f,03_Trumpet-C,Brass,5.0945983,5.8105936,65.0,f,0.00035,1009.47,flatterzunge-to-ordinario
TpC-flatt-E4-ff,03_Trumpet-C,Brass,5.6569085,-1.0782425,64.0,ff,0.13416,2312.9,flatterzunge
TpC-flatt-D#5-pp,03_Trumpet-C,Brass,12.638374,5.261676,75.0,pp,0.00015,1070.62,flatterzunge
TpC-trill_min2nd-A#4-mf,03_Trumpet-C,Brass,-1.2395334,5.3723574,70.0,mf,0.00197,1001.74,trill-minor-second-up
TpC-cresc-G5-ppff,03_Trumpet-C,Brass,4.764688,-3.9461763,79.0,mf,0.002,3624.43,crescendo
TpC-fortepiano-C5-fp,03_Trumpet-C,Brass,0.8314081,3.3646405,72.0,mf,0.00059,1424.01,fortepiano
TpC-flatt_to_ord-A4-f,03_Trumpet-C,Brass,4.965227,5.63034,69.0,f,0.00089,1180.63,flatterzunge-to-ordinario
TpC-ord-D6-pp,03_Trumpet-C,Brass,12.927548,4.0508914,86.0,pp,4e-05,1345.28,ordinario
TpC-stacc-G#3-mf,03_Trumpet-C,Brass,3.7270527,-1.154038,56.0,mf,0.05235,1891.7,staccato
TpC-brassy-G3-ff,03_Trumpet-C,Brass,5.6372437,-1.182128,55.0,ff,0.11514,2688.14,brassy
TpC-flatt-C4-mf,03_Trumpet-C,Brass,1.2089133,6.6887574,60.0,mf,0.00082,1164.49,flatterzunge
TpC-pedal_tone-F3-mf,03_Trumpet-C,Brass,0.07899831,8.560543,53.0,mf,0.00168,871.97,pedal-tone
TpC-trill_maj2nd-F4-mf,03_Trumpet-C,Brass,-1.113193,7.394051,65.0,mf,0.0021,764.42,trill-major-second-up
TpC-flatt-C#4-mf,03_Trumpet-C,Brass,0.74407375,5.9719787,61.0,mf,0.00057,1113.34,flatterzunge
TpC-lasting_one_sec-D5-mf,03_Trumpet-C,Brass,-0.8596476,4.337517,74.0,mf,8e-05,1077.16,note-lasting
TpC-flatt-A#3-mf,03_Trumpet-C,Brass,1.2178842,7.038958,58.0,mf,0.0016,994.71,flatterzunge
TpC-cresc-C6-ppff,03_Trumpet-C,Brass,4.359133,-3.80226,84.0,mf,0.00097,3443.16,crescendo
TpC-lasting_one_sec-F#3-mf,03_Trumpet-C,Brass,-0.12083018,8.516289,54.0,mf,0.0004,1032.32,note-lasting
TpC-cresc-G4-ppff,03_Trumpet-C,Brass,4.3164053,-3.3634384,67.0,mf,0.00934,3359.1,crescendo
TpC-lasting_one_sec-D#5-mf,03_Trumpet-C,Brass,-1.0123744,4.341972,75.0,mf,5e-05,1062.26,note-lasting
TpC-cresc-B4-ppff,03_Trumpet-C,Brass,4.2160597,-3.4714699,71.0,mf,0.00597,3363.96,crescendo
TpC-ord-A#3-mf,03_Trumpet-C,Brass,0.44653705,5.3569055,58.0,mf,0.00018,1179.83,ordinario
TpC-lasting_half_sec-G#4-mf,03_Trumpet-C,Brass,0.3737703,4.3324056,68.0,mf,0.00022,1167.11,note-lasting
TpC-ord_to_flatt-G4-f,03_Trumpet-C,Brass,4.9877267,5.7336426,67.0,f,0.0006,1076.48,ordinario-to-flatterzunge
TpC-flatt-C5-pp,03_Trumpet-C,Brass,13.031543,4.999388,72.0,pp,0.00012,888.01,flatterzunge
TpC-brassy-D#5-ff,03_Trumpet-C,Brass,4.449127,-4.431827,75.0,ff,0.00938,3535.09,brassy
TpC-lasting_one_sec-A4-mf,03_Trumpet-C,Brass,1.1762828,3.6864643,69.0,mf,0.00018,1374.09,note-lasting
TpC-fortepiano-A#4-fp,03_Trumpet-C,Brass,0.7127176,0.2937705,70.0,mf,0.00065,1552.86,fortepiano
TpC-flatt-G4-ff,03_Trumpet-C,Brass,5.6308217,-1.1706312,67.0,ff,0.11709,2642.97,flatterzunge
TpC-flatt-G#5-mf,03_Trumpet-C,Brass,1.1724347,2.6388667,80.0,mf,0.0017,1316.28,flatterzunge
TpC-cresc-G#3-ppff,03_Trumpet-C,Brass,5.0180902,-2.3879702,56.0,mf,0.04961,3243.02,crescendo
TpC-sfz-G#4-f,03_Trumpet-C,Brass,0.27839547,-2.0920424,68.0,f,0.00175,2103.93,sforzando
TpC-cresc_to_decr-F5-ppmfpp,03_Trumpet-C,Brass,2.942128,-2.4310606,77.0,mf,0.00085,2361.71,crescendo-to-decrescendo
TpC-ord_to_brassy-B5-f,03_Trumpet-C,Brass,4.6067524,-4.2541447,83.0,f,0.00211,3542.3,ordinario-to-brassy
TpC-sfz-C#4-f,03_Trumpet-C,Brass,-1.2053279,-1.9596692,61.0,f,0.00092,1356.28,sforzando
TpC-flatt-G4-pp,03_Trumpet-C,Brass,12.561957,5.820317,67.0,pp,0.00108,859.07,flatterzunge
TpC-brassy-A#3-ff,03_Trumpet-C,Brass,5.6410494,-1.2016045,58.0,ff,0.08694,2836.46,brassy
TpC-trill_min2nd-G#3-mf,03_Trumpet-C,Brass,-0.912674,8.509116,56.0,mf,0.00209,814.23,trill-minor-second-up
TpC-ord_to_flatt-C#4-f,03_Trumpet-C,Brass,5.007401,5.880555,61.0,f,0.00228,1049.5,ordinario-to-flatterzunge
TpC-ord-D#5-mf,03_Trumpet-C,Brass,-0.60888314,3.3038025,75.0,mf,6e-05,1181.16,ordinario
TpC-gliss_half_valve_slow-F#5_G5-mf,03_Trumpet-C,Brass,-1.0781319,2.2520776,78.0,mf,0.00702,1372.4,half-valve-glissando
TpC-cresc_to_decr-F4-ppmfpp,03_Trumpet-C,Brass,0.33759674,4.2143006,65.0,mf,0.00055,1359.15,crescendo-to-decrescendo
TpC-flatt-G#4-mf,03_Trumpet-C,Brass,1.6320145,3.8043833,68.0,mf,0.00616,1316.87,flatterzunge
TpC-fortepiano-G4-fp,03_Trumpet-C,Brass,0.8274041,0.22727124,67.0,mf,0.00102,1560.25,fortepiano
TpC-slap-F#4-p,03_Trumpet-C,Brass,15.695813,7.216456,66.0,p,0.01255,508.3,slap-pitched
TpC-ord-A5-pp,03_Trumpet-C,Brass,13.728951,4.423868,81.0,pp,7e-05,968.53,ordinario
TpC-decr-F4-ffpp,03_Trumpet-C,Brass,1.7862511,-0.8926327,65.0,mf,0.00896,1804.81,decrescendo
TpC-sfz-A#5-f,03_Trumpet-C,Brass,0.025947444,0.89700127,82.0,f,0.00085,1589.47,sforzando
TpC-lasting_half_sec-E5-mf,03_Trumpet-C,Brass,1.185686,2.942867,76.0,mf,0.00033,1213.02,note-lasting
TpC-stacc-D5-mf,03_Trumpet-C,Brass,1.9172381,1.1726372,74.0,mf,0.00052,1630.63,staccato
TpC-ord-F#5-pp,03_Trumpet-C,Brass,13.634472,4.62859,78.0,pp,4e-05,925.71,ordinario
TpC-fortepiano-A4-fp,03_Trumpet-C,Brass,0.73970205,0.26504263,69.0,mf,0.00093,1557.05,fortepiano
TpC-ord-C5-mf,03_Trumpet-C,Brass,0.56337637,3.432639,72.0,mf,0.00015,1266.32,ordinario
TpC-brassy_to_ord-D#4-f,03_Trumpet-C,Brass,1.0336373,-0.48418325,63.0,f,0.00683,1605.46,brassy-to-ordinario
TpC-flatt_to_ord-G#4-f,03_Trumpet-C,Brass,4.959765,5.6274934,68.0,f,0.00086,1181.96,flatterzunge-to-ordinario
TpC-flatt-D#5-mf,03_Trumpet-C,Brass,1.3328259,2.9449983,75.0,mf,0.00061,1280.37,flatterzunge
TpC-harm_vocalize-C4-mf,03_Trumpet-C,Brass,1.1780033,6.705717,60.0,mf,0.00429,1142.59,vocalize-on-harmonics
TpC-sfz-E5-f,03_Trumpet-C,Brass,-0.4661435,-1.5311905,76.0,f,0.00033,1435.54,sforzando
TpC-cresc_to_decr-C6-ppmfpp,03_Trumpet-C,Brass,1.0067662,1.5703397,84.0,mf,0.00026,1527.83,crescendo-to-decrescendo
TpC-ord-C4-mf,03_Trumpet-C,Brass,0.25298098,5.4170365,60.0,mf,0.00032,1223.36,ordinario
TpC-ord_to_brassy-A#5-f,03_Trumpet-C,Brass,4.606022,-4.2697196,82.0,f,0.00298,3691.71,ordinario-to-brassy
TpC-gliss_half_valve_med-F#5_C6-mf,03_Trumpet-C,Brass,0.033777393,0.29624477,78.0,mf,0.00254,1743.14,half-valve-glissando
TpC-ord_to_flatt-A3-f,03_Trumpet-C,Brass,4.8470182,5.892354,57.0,f,0.00466,1110.92,ordinario-to-flatterzunge
TpC-harm_gliss_slow-B3-mf,03_Trumpet-C,Brass,1.8051922,0.082155526,59.0,mf,0.00188,1609.51,harmonics-glissando
TpC-stacc-C#5-mf,03_Trumpet-C,Brass,1.9149175,1.2533565,73.0,mf,0.00063,1617.87,staccato
TpC-gliss_half_valve_slow-F#5_B5-mf,03_Trumpet-C,Brass,-0.8155656,3.164815,78.0,mf,0.00312,1157.92,half-valve-glissando
TpC-flatt-C#4-pp,03_Trumpet-C,Brass,12.65696,6.059263,61.0,pp,0.00043,838.07,flatterzunge
TpC-harm_gliss_slow-A#3-mf,03_Trumpet-C,Brass,1.8090128,0.074408025,58.0,mf,0.00211,1639.3,harmonics-glissando
TpC-decr-G3-ffpp,03_Trumpet-C,Brass,4.6038294,-2.4230137,55.0,mf,0.0349,2659.59,decrescendo
TpC-decr-A#4-ffpp,03_Trumpet-C,Brass,3.6195283,-3.1693416,70.0,mf,0.00617,2950.86,decrescendo
TpC-ord_to_flatt-G3-f,03_Trumpet-C,Brass,4.7857184,5.9271955,55.0,f,0.00949,1164.57,ordinario-to-flatterzunge
TpC-slap-D4-p,03_Trumpet-C,Brass,15.5859,7.2629867,62.0,p,0.01855,557.33,slap-pitched
TpC-flatt-C4-pp,03_Trumpet-C,Brass,12.6373205,6.061169,60.0,pp,0.00129,827.9,flatterzunge
TpC-sfz-D4-f,03_Trumpet-C,Brass,-1.175987,-1.9704014,62.0,f,0.00062,1280.54,sforzando
TpC-lasting_one_sec-C#5-mf,03_Trumpet-C,Brass,-0.51691604,4.1492577,73.0,mf,8e-05,1107.59,note-lasting
TpC-trill_min2nd-F4-mf,03_Trumpet-C,Brass,-1.7149761,7.613251,65.0,mf,0.00283,806.88,trill-minor-second-up
Vn+SP-nonvib-D#4-mf-3c,03_Violin-sordina-piombo,Strings,1.3551896,4.1841245,63.0,mf,0.00398,1332.33,non-vibrato
Vn+SP-ord-A4-mf-3c,03_Violin-sordina-piombo,Strings,2.8275414,-1.7925669,69.0,mf,0.02286,2252.35,ordinario
Vn+SP-ord-A6-mf-1c,03_Violin-sordina-piombo,Strings,6.222399,-4.427058,93.0,mf,0.01236,4878.81,ordinario
Vn+SP-trem-B3-mf-4c,03_Violin-sordina-piombo,Strings,2.3870888,5.118742,59.0,mf,0.01906,836.93,tremolo
Vn+SP-nonvib-A3-mf-4c,03_Violin-sordina-piombo,Strings,0.7053511,5.500197,57.0,mf,0.00657,1197.97,non-vibrato
Vn+SP-ord-A#3-mf-4c,03_Violin-sordina-piombo,Strings,1.6767097,0.042432573,58.0,mf,0.0122,1510.99,ordinario
Vn+SP-ord-D5-mf-2c,03_Violin-sordina-piombo,Strings,2.6543763,0.8616659,74.0,mf,0.00412,1843.24,ordinario
Vn+SP-trem-D#4-mf-3c,03_Violin-sordina-piombo,Strings,2.2094345,4.580641,63.0,mf,0.02673,1211.54,tremolo
Vn+SP-nonvib-F5-mf-1c,03_Violin-sordina-piombo,Strings,5.794489,-4.131527,77.0,mf,0.00393,4512.08,non-vibrato
Vn+SP-ord-C4-mf-4c,03_Violin-sordina-piombo,Strings,1.7533365,0.027343553,60.0,mf,0.00598,1636.95,ordinario
Vn+SP-ord-C#5-mf-2c,03_Violin-sordina-piombo,Strings,3.508745,-1.9850949,73.0,mf,0.00313,2285.5,ordinario
Vn+SP-ord-G#6-mf-1c,03_Violin-sordina-piombo,Strings,3.3315527,-2.3551178,92.0,mf,0.00185,2358.24,ordinario
Vn+SP-nonvib-B5-mf-1c,03_Violin-sordina-piombo,Strings,6.5874863,-4.63364,83.0,mf,0.00469,5440.55,non-vibrato
Vn+SP-trem-B5-mf-1c,03_Violin-sordina-piombo,Strings,4.9448776,-3.7785716,83.0,mf,0.01428,3679.28,tremolo
